RecordID,Date,Platform,Impressions,Reach,PageViews,FollowersGained,Engagements,PostsPublished,VideoViews,WatchTimeMins,WebUsers,Purchases,Revenue,Sessions
51341,2024-05-29,LinkedIn,3295,2866,645,-3,65,1,0,0,425,0,0,510
51342,2024-04-29,youtube,4055,2270,710,29,486,1,8944,9746,422,0,0,506
51343,2024-03-15,Facebook,2536,2028,606,11,101,2,0,0,271,0,0,325
51344,2024-04-07,YouTube,4212,2653,788,41,379,0,1729,24944,140,0,0,168
51345,2024-03-11, instagram ,3834,2798,746,2,536,0,0,0,456,6,252,547
51346,2024-03-14,Instagram,2386,2028,200,41,286,1,0,0,434,0,,520
51347,2024-04-24, instagram ,3989,2752,306,39,438,3,0,0,286,0,0,343
51348,2024-04-21,Instagram,2417,1232,645,13,24,2,0,0,75,0,0,90
51349,2024-03-30,Facebook,2495,1272,751,18,49,1,0,0,411,0,0,493
51350,2024-03-23,youtube,3948,2763,50,8,276,2,1566,11275,97,0,0,116
51351,2024-03-21,Facebook,4360,2616,789,19,43,3,0,0,365,0,0,438
51352,2024-05-26,Instagram,4664,3731,739,-1,513,1,0,0,147,0,0,176
51353,2024-03-26,Instagram,4435,3947,470,26,532,1,0,0,340,3,201,408
51354,2024-05-21, instagram ,4429,2081,130,19,531,2,0,0,378,6,504,453
51355,2024-03-16, instagram ,2362,1795,610,18,165,1,0,0,64,0,0,76
51356,2024-05-23,YouTube,608,510,301,24,79,3,1985,41351,427,0,0,512
51357,2024-05-25,LinkedIn,2382,1500,344,26,285,1,0,0,110,0,0,132
51358,2024-03-25,Facebook,947,757,145,27,75,2,0,0,86,0,0,103
51359,2024-04-27,LinkedIn,4458,2496,565,-1,490,3,0,0,475,5,735,570
51360,2024-05-07,Instagram,3231,1421,705,41,387,0,0,0,379,0,0,454
51361,2024-03-24,Instagram,3972,1668,180,15,397,2,0,0,444,0,0,532
51362,03/08/2024,Instagram,1041,843,549,40,31,0,0,0,321,0,0,385
51363,2024-03-28,LinkedIn,2604,1900,169,25,312,3,0,0,371,0,0,445
51364,2024-03-28,Facebook,1706,972,543,34,34,1,0,0,405,0,0,486
51365,2024-03-07,Instagram,2127,1276,243,16,127,2,0,0,83,3,306,99
51366,2024-04-22,Instagram,1107,863,701,26,88,0,0,0,177,4,200,212
51367,2024-03-15,LinkedIn,2456,1915,246,20,196,0,0,0,131,0,0,157
51368,03/21/2024,Facebook,2436,1023,676,23,24,2,0,0,485,5,195,582
51369,2024-03-27,Instagram,3533,3109,734,4,423,0,0,0,266,0,0,319
51370,2024-03-03,youtube,3344,2273,786,8,33,3,1555,44229,64,4,360,76
51371,2024-03-20,LinkedIn,4175,2129,369,5,584,0,0,0,79,9,1341,94
51372,2024-05-08,YouTube,4384,2192,666,23,43,3,2734,4236,97,0,0,116
51373,2024-04-01,Instagram,2850,2109,309,14,313,2,0,0,414,0,0,496
51374,2024-03-10, instagram ,891,472,188,44,80,0,0,0,248,0,0,297
51375,2024-03-16,LinkedIn,4980,2589,250,41,99,3,0,0,373,4,372,447
51376,2024-04-06,Facebook,780,631,109,5,31,2,0,0,354,0,0,424
51377,2024-05-09,Instagram,-4454,3429,493,10,311,2,0,0,167,0,0,200
51378,2024-03-10,youtube,3501,1715,320,31,175,2,2671,33057,261,0,0,313
51379,2024-04-29,Facebook,1685,674,690,32,117,3,0,0,98,0,0,117
51380,2024-04-17,Facebook,555,266,418,38,72,2,0,0,196,4,196,235
51381,2024-03-26,Instagram,3715,2229,487,4,74,2,0,0,83,5,380,99
51382,2024-04-10,youtube,4775,3581,32,14,620,3,2305,26638,392,0,0,470
51383,2024-05-02,Instagram,-2562,1639,588,7,358,0,0,0,211,0,0,253
51384,2024-03-07,youtube,3060,2570,326,22,91,1,2453,46487,378,0,0,453
51385,2024-04-05,LinkedIn,2526,1692,691,1,151,2,0,0,370,0,0,444
51386,2024-04-14,youtube,4954,2278,98,37,148,3,8209,5158,271,1,98,325
51387,2024-04-30,Instagram,4813,2502,771,23,288,0,0,0,180,0,0,216
51388,2024-04-17,Facebook,3610,1444,684,12,216,3,0,0,79,4,436,94
51389,2024-04-30,youtube,4199,2267,658,42,335,1,2751,47632,208,0,0,249
51390,2024-03-14,youtube,2821,1269,112,13,225,3,1522,13017,196,7,945,235
51391,2024-03-28,Instagram,3716,1783,705,-1,371,3,0,0,354,0,0,424
51392,2024-04-15,youtube,503,352,608,42,70,2,7378,14412,472,6,570,566
51393,2024-04-01,Instagram,1629,961,483,20,228,3,0,0,416,0,0,499
51394,2024-04-15,LinkedIn,3715,2154,302,30,148,2,0,0,166,0,0,199
51395,2024-03-22,YouTube,676,466,28,1,40,1,4130,6819,206,0,0,247
51396,2024-05-26,Facebook,4327,3375,437,37,519,0,0,0,463,1,42,555
51397,2024-04-06,Facebook,3690,1771,248,37,369,1,0,0,381,2,66,457
51398,2024-05-27,YouTube,-3058,1651,504,44,275,2,7142,46691,353,0,0,423
51399,2024-03-29,LinkedIn,3598,1870,319,15,323,2,0,0,132,6,270,158
51400,2024-05-06,Facebook,4720,2973,466,22,472,1,0,0,280,0,0,336
51401,2024-04-26,youtube,2115,1586,621,42,190,3,7922,29669,122,0,0,146
51402,2024-03-21,Facebook,1542,755,369,40,169,2,0,0,255,0,0,306
51403,2024-05-10,LinkedIn,1778,711,294,0,71,1,0,0,460,0,0,552
51404,2024-04-02,YouTube,2715,1846,632,10,380,1,7521,2997,128,3,399,153
51405,2024-03-24, instagram ,4969,3229,655,27,695,3,0,0,250,0,0,300
51406,2024-03-07,LinkedIn,1873,973,650,10,18,1,0,0,464,0,0,556
51407,2024-05-15,youtube,2011,965,763,10,180,2,3911,42811,270,6,762,324
51408,2024-05-17,youtube,4865,1994,435,44,437,1,6915,12657,144,0,0,172
51409,2024-03-26,LinkedIn,3083,2127,727,2,215,1,0,0,288,5,600,345
51410,2024-03-19,YouTube,4867,3309,492,13,584,3,9378,38986,384,1,78,460
51411,2024-03-12, instagram ,2406,1443,590,33,336,0,0,0,290,0,0,348
51412,2024-05-17,youtube,247,128,137,5,7,2,9609,16010,312,0,0,374
51413,2024-04-06, instagram ,4533,2674,387,49,181,3,0,0,151,0,0,181
51414,2024-05-13,LinkedIn,2756,2342,58,11,27,0,0,0,349,9,999,418
51415,2024-05-15,youtube,3971,1985,106,20,476,2,571,19703,362,0,0,434
51416,2024-03-16,YouTube,822,328,166,2,106,0,5806,20230,455,8,648,546
51417,2024-03-06,Facebook,210,107,232,47,10,2,0,0,436,0,0,523
51418,2024-05-10,LinkedIn,4272,2306,129,31,128,2,0,0,467,0,0,560
51419,2024-04-20,YouTube,2944,2001,416,32,117,3,2641,47040,226,0,0,271
51420,2024-04-23, instagram ,113,79,621,29,1,0,0,0,343,0,0,411
51421,2024-03-03,YouTube,1201,948,600,6,168,3,8614,43788,273,2,278,327
51422,2024-05-17,Instagram,1720,1221,760,30,34,3,0,0,111,0,0,133
51423,2024-05-10,YouTube,1046,617,611,13,10,2,1669,32532,235,0,0,282
51424,2024-04-08,Instagram,437,314,195,-4,56,1,0,0,315,0,0,378
51425,2024-04-25,Facebook,4304,1893,435,30,602,2,0,0,109,8,1120,130
51426,2024-03-19,YouTube,108,58,568,21,3,3,3700,27726,469,0,0,562
51427,03/22/2024,Facebook,2603,1197,314,-4,26,2,0,0,438,0,0,525
51428,2024-05-13,youtube,1174,575,421,20,23,2,9075,7356,198,5,475,237
51429,2024-03-20,LinkedIn,109,87,627,31,8,3,0,0,70,0,0,84
51430,2024-05-18,Facebook,2624,1338,69,22,236,1,0,0,192,3,174,230
51431,2024-03-20,LinkedIn,4857,4177,180,44,534,3,0,0,57,0,0,68
51432,2024-04-12, instagram ,1481,1051,213,9,29,0,0,0,193,0,0,231
51433,2024-03-04,LinkedIn,2778,1472,612,28,222,3,0,0,254,0,0,304
51434,2024-03-18, instagram ,4413,3574,176,39,220,1,0,0,71,0,0,85
51435,2024-04-14,LinkedIn,2583,1782,394,35,361,2,0,0,494,0,0,592
51436,2024-05-28, instagram ,2873,1551,769,46,229,2,0,0,342,0,0,410
51437,2024-04-07,youtube,859,438,429,-3,103,0,9793,24234,266,0,0,319
51438,2024-05-26,LinkedIn,4409,2513,185,8,44,3,0,0,308,9,855,369
51439,2024-03-16,Facebook,2723,1225,49,36,272,0,0,0,448,2,256,537
51440,2024-04-05,YouTube,4594,3399,523,48,505,1,2403,9606,453,0,0,543
51441,2024-03-25,Facebook,1606,1124,432,33,192,2,0,0,141,2,,169
51442,2024-04-08,Facebook,984,600,353,29,19,1,0,0,136,7,490,163
51443,04/09/2024,youtube,4144,3480,794,36,455,0,8666,49578,371,5,375,445
51444,2024-03-16, instagram ,4730,2554,382,47,425,2,0,0,102,0,0,122
51445,2024-04-03,YouTube,3827,1990,299,4,191,0,6927,9146,419,0,0,502
51446,2024-04-25,LinkedIn,2166,1407,121,5,64,0,0,0,295,0,0,354
51447,2024-05-26, instagram ,141,98,655,36,15,0,0,0,229,0,0,274
51448,2024-05-10,Facebook,2584,2196,224,22,335,2,0,0,61,0,0,73
51449,2024-04-25,LinkedIn,4845,1986,118,34,339,0,0,0,190,0,0,228
51450,05/08/2024,youtube,3189,2806,113,18,318,1,4116,15533,491,0,0,589
51451,2024-04-30,Facebook,2390,1075,339,45,215,3,0,0,68,0,0,81
51452,05/01/2024,YouTube,3022,1420,534,4,302,1,5906,43200,470,0,0,564
51453,2024-05-08,YouTube,1694,1219,355,38,50,3,3792,6139,169,0,0,202
51454,2024-03-24, instagram ,1547,866,629,44,77,2,0,0,483,5,510,579
51455,2024-05-14, instagram ,1495,1106,612,-1,44,0,0,0,146,0,0,175
51456,2024-05-21,LinkedIn,3959,2969,537,36,237,1,0,0,378,0,0,453
51457,2024-04-30,Instagram,2730,1910,199,10,136,3,0,0,335,4,204,402
51458,2024-03-08,youtube,650,500,538,-3,71,3,8998,25988,208,0,0,249
51459,2024-05-23,Instagram,2644,2273,780,48,79,2,0,0,174,0,0,208
51460,2024-03-30,LinkedIn,4692,2533,741,49,422,1,0,0,89,0,0,106
51461,2024-03-09,youtube,4010,3408,265,4,481,3,8493,27152,97,0,0,116
51462,2024-03-11,Facebook,433,294,26,47,30,1,0,0,115,0,0,138
51463,2024-05-19,LinkedIn,1758,791,538,18,193,0,0,0,225,0,0,270
51464,2024-04-06,Facebook,1190,523,775,48,95,1,0,0,235,1,141,282
51465,05/08/2024,youtube,3614,2529,770,3,325,1,6915,44464,75,0,0,90
51466,2024-03-07,LinkedIn,520,223,43,0,15,0,0,0,169,0,0,202
51467,2024-03-02,Facebook,1134,601,310,30,124,0,0,0,314,6,624,376
51468,2024-05-22,LinkedIn,4076,3383,798,33,326,1,0,0,269,0,0,322
51469,2024-03-31,Instagram,2674,1337,526,3,26,0,0,0,401,9,585,481
51470,2024-05-14,LinkedIn,2765,1106,191,30,331,0,0,0,146,3,168,175
51471,2024-04-19,youtube,1099,813,763,-5,10,1,8992,3608,460,0,0,552
51472,2024-05-03, instagram ,2290,916,245,15,229,1,0,0,363,0,0,435
51473,2024-03-30,Instagram,2149,1095,664,45,42,2,0,0,439,0,0,526
51474,2024-05-25,Facebook,657,446,198,26,91,2,0,0,198,0,0,237
51475,2024-05-17,Facebook,4239,3264,365,26,84,2,0,0,78,0,0,93
51476,2024-05-01,YouTube,2941,1558,582,35,29,2,7055,29953,82,0,0,98
51477,2024-05-03, instagram ,3172,1617,536,34,444,2,0,0,307,8,840,368
51478,2024-05-18,youtube,1554,1134,571,2,217,1,5868,41704,256,0,0,307
51479,2024-03-20, instagram ,1872,1216,763,18,112,0,0,0,105,0,0,126
51480,2024-05-21,LinkedIn,416,312,712,18,4,2,0,0,132,0,0,158
51481,2024-04-06,Instagram,3677,1470,411,42,73,3,0,0,382,9,1080,458
51482,2024-04-20,Instagram,1466,1114,529,18,14,1,0,0,292,0,0,350
51483,2024-04-24,YouTube,2929,1698,782,39,380,3,8912,10429,401,0,0,481
51484,2024-05-11,youtube,3872,1858,94,12,425,2,4345,48517,132,0,0,158
51485,2024-05-01,Instagram,4707,3247,281,16,423,1,0,0,359,4,160,430
51486,2024-05-18,LinkedIn,3740,2692,618,17,448,2,0,0,263,0,,315
51487,04/26/2024, instagram ,3317,1824,84,32,165,3,0,0,210,0,0,252
51488,2024-04-13,youtube,3188,2391,443,0,382,1,4767,29402,97,3,348,116
51489,2024-04-07,YouTube,4211,3074,373,33,463,3,2173,26967,307,3,414,368
51490,2024-03-30,YouTube,935,467,335,44,102,2,2995,4772,144,0,0,172
51491,04/20/2024,Instagram,3445,2170,648,21,137,3,0,0,438,0,0,525
51492,2024-03-15,YouTube,988,879,131,47,88,0,653,34204,80,2,208,96
51493,2024-05-12,Instagram,2657,1408,475,40,239,2,0,0,92,3,213,110
51494,2024-04-13,Facebook,-2072,1450,507,15,145,1,0,0,473,0,0,567
51495,2024-05-05,YouTube,1560,1263,455,31,15,3,9013,5163,402,0,0,482
51496,2024-03-29,youtube,1774,1206,657,0,70,3,4356,22056,252,0,0,302
51497,2024-05-13, instagram ,4103,2831,20,23,287,2,0,0,268,0,0,321
51498,2024-03-08,LinkedIn,3106,2205,771,12,310,3,0,0,457,4,284,548
51499,2024-03-19,Instagram,2347,1854,775,11,234,0,0,0,108,4,360,129
51500,2024-04-02,youtube,757,416,423,-3,37,3,4998,48399,118,0,0,141

