ProductID,OrderDate,DeliveryDate,Supplier,WarehouseLocation,QuantityOrdered,QuantityReceived,UnitCost,Status
41409,2023-04-07,2023-04-29,Gamma Logistics,New York DC,4028,4028,59,Delivered
41410,2024-01-16,2024-02-13,Gamma Logistics,Dallas DC,277,277,,Delivered
41411,2024-11-20,, alpha corp ,New York DC,1147,0,148,Delayed
41412,2023-11-20,,Delta Supplies, unknown,2479,0,363,Delayed
41413,2023-02-28,,Beta Mfg,Chicago DC,1146,0,143,Delayed
41414,2023-08-27,,Gamma Logistics,Dallas DC,1556,0,45,In Transit
41415,2024-09-22,,Delta Supplies,Dallas DC,4716,0,422,Delayed
41416,2023-01-14,2023-01-25, alpha corp ,Los Angeles DC,4202,4202,214,Delivered
41417,2023-09-02,,Beta Mfg, unknown,3583,0,335,Delayed
41418,2024-02-26,,Delta Supplies,New York DC,3262,0,215,Delayed
41419,2023-05-05,, alpha corp ,Los Angeles DC,2852,0,,Delayed
41420,2024-08-30,,Gamma Logistics, unknown,411,0,256,In Transit
41421,2024-04-11,,Beta Mfg, unknown,4621,0,297,Delayed
41422,2023-10-22,,Gamma Logistics,New York DC,1258,0,105,In Transit
41423,2023-04-23,,Delta Supplies,New York DC,3044,0,183,Delayed
41424,2023-07-15,,Delta Supplies,Chicago DC,1921,0,455,Delayed
41425,2024-05-02,, alpha corp ,Chicago DC,890,0,145,In Transit
41426,2023-09-01,,Alpha Corp, unknown,4174,0,112,Delayed
41427,2023-11-06,2023-11-27,Alpha Corp,Chicago DC,4263,4263,377,Delivered
41428,2024-04-14,2024-04-30,Gamma Logistics,New York DC,2000,2000,61,Delivered
41429,2024-04-19,, alpha corp ,Dallas DC,3106,0,346,In Transit
41430,2024-10-06,,Beta Mfg, unknown,813,0,480,In Transit
41431,2023-04-12,,Beta Mfg, unknown,4940,0,231,In Transit
41432,2023-02-17,2023-02-19,Delta Supplies, unknown,4415,4415,92,Delivered
41433,2024-02-23,2024-02-25,Delta Supplies, unknown,854,854,457,Delivered
41434,2024-07-12,,Beta Mfg, unknown,4481,0,70,In Transit
41435,2024-05-11,,Delta Supplies,New York DC,2803,0,91,Delayed
41436,2024-04-01,2024-04-23,Alpha Corp,Dallas DC,3913,3913,256,Delivered
41437,2024-06-10,,Delta Supplies,Los Angeles DC,1784,0,396,Delayed
41438,2024-06-12,2024-06-30,Beta Mfg, unknown,1031,1031,241,Delivered
41439,2024-07-30,,Gamma Logistics,New York DC,138,0,218,In Transit
41440,2023-10-30,2023-11-08,Alpha Corp,New York DC,2765,2765,254,Delivered
41441,2023-07-26,,Alpha Corp,New York DC,3428,0,86,Delayed
41442,2024-10-06,,Alpha Corp,Los Angeles DC,3178,0,17,In Transit
41443,2023-11-12,2023-11-29,Gamma Logistics,New York DC,4776,4776,15,Delivered
41444,2023-08-18,,Delta Supplies,Dallas DC,1053,0,326,Delayed
41445,2023-10-16,,Alpha Corp,Chicago DC,4482,0,17,In Transit
41446,2024-02-07,2024-03-01,Beta Mfg,Dallas DC,1328,1328,17,Delivered
41447,2023-10-19,, alpha corp ,Dallas DC,2092,0,97,Delayed
41448,2023-12-31,2024-01-27,Alpha Corp,Los Angeles DC,4263,4263,172,Delivered
41449,2023-07-11,2023-07-25,Alpha Corp, unknown,1101,1101,,Delivered
41450,2024-01-29,, alpha corp ,Los Angeles DC,1624,0,302,Delayed
41451,2023-08-08,2023-08-28,Beta Mfg,Los Angeles DC,2530,2530,123,Delivered
41452,2024-09-23,,Beta Mfg,Dallas DC,2871,0,196,Delayed
41453,2023-08-24,, alpha corp , unknown,4618,0,344,In Transit
41454,2024-08-19,,Beta Mfg,Los Angeles DC,4239,0,,Delayed
41455,2024-03-23,, alpha corp ,Dallas DC,2729,0,432,Delayed
41456,2023-08-11,,Delta Supplies,Los Angeles DC,3062,0,280,In Transit
41457,2023-06-23,, alpha corp ,Chicago DC,986,0,332,In Transit
41458,2024-10-11,,Beta Mfg,New York DC,3189,0,93,In Transit
41459,2024-03-22,,Beta Mfg,Los Angeles DC,180,0,385,Delayed
41460,2023-12-09,2023-12-11, alpha corp ,New York DC,2644,2644,159,Delivered
41461,2023-02-16,,Beta Mfg,New York DC,3064,0,279,Delayed
41462,2023-06-10,2023-06-25,Delta Supplies,Chicago DC,3589,3589,237,Delivered
41463,2024-04-29,,Alpha Corp,Dallas DC,480,0,265,In Transit
41464,2024-07-04,,Alpha Corp,Dallas DC,2595,0,218,Delayed
41465,2024-09-08,, alpha corp ,Dallas DC,702,0,37,Delayed
41466,2023-08-04,, alpha corp ,New York DC,224,0,86,In Transit
41467,2024-05-08,,Gamma Logistics, unknown,2951,0,70,In Transit
41468,2024-06-17,,Beta Mfg, unknown,2767,0,367,In Transit
41469,2024-07-30,2024-08-04, alpha corp ,Dallas DC,4036,3713,54,Delivered
41470,2023-09-21,,Gamma Logistics,Chicago DC,613,0,301,In Transit
41471,2023-02-06,2023-02-21,Beta Mfg,New York DC,2495,2495,464,Delivered
41472,2024-08-07,,Alpha Corp,Chicago DC,700,0,293,Delayed
41473,2023-04-20,,Gamma Logistics,New York DC,1705,0,118,In Transit
41474,2024-07-01,2024-07-23,Gamma Logistics,Chicago DC,313,313,226,Delivered
41475,2024-06-04,2024-06-15,Alpha Corp,Chicago DC,3038,3038,52,Delivered
41476,2023-07-09,,Gamma Logistics,New York DC,2723,0,186,In Transit
41477,2024-07-12,,Alpha Corp,Los Angeles DC,305,0,85,Delayed
41478,2024-08-04,,Beta Mfg,Los Angeles DC,240,0,287,In Transit
41479,2024-06-10,,Gamma Logistics,Los Angeles DC,4263,0,364,In Transit
41480,2023-10-07,2023-10-10,Delta Supplies, unknown,4884,4884,363,Delivered
41481,2023-06-07,,Alpha Corp,New York DC,1302,0,56,In Transit
41482,2024-01-15,,Delta Supplies,Chicago DC,3453,0,484,In Transit
41483,2024-06-12,,Beta Mfg,Chicago DC,2640,0,457,Delayed
41484,2023-03-09,2023-03-20,Delta Supplies,Dallas DC,2052,2052,377,Delivered
41485,2024-09-03,2024-10-01,Gamma Logistics,New York DC,704,704,34,Delivered
41486,2024-04-06,,Alpha Corp, unknown,1369,0,146,Delayed
41487,2023-10-30,,Gamma Logistics,New York DC,2332,0,284,Delayed
41488,2024-07-20,,Beta Mfg,New York DC,2365,0,227,In Transit
41489,2024-06-02,,Alpha Corp,Dallas DC,3614,0,471,In Transit
41490,2024-06-04,,Alpha Corp,Los Angeles DC,2404,0,266,In Transit
41491,2024-07-10,, alpha corp ,Los Angeles DC,1854,0,82,In Transit
41492,2024-09-06,,Beta Mfg, unknown,1630,0,482,In Transit
41493,2023-01-10,, alpha corp ,New York DC,3076,0,181,In Transit
41494,2023-01-04,,Alpha Corp,Los Angeles DC,1747,0,180,In Transit
41495,2023-08-31,, alpha corp ,Chicago DC,288,0,,Delayed
41496,2023-07-19,2023-08-14, alpha corp , unknown,1545,1545,450,Delivered
41497,2024-10-19,2024-10-25,Gamma Logistics, unknown,3671,3671,455,Delivered
41498,2023-05-02,, alpha corp ,Dallas DC,4776,0,,Delayed
41499,2024-07-14,,Beta Mfg,Chicago DC,2240,0,316,In Transit
41500,2023-07-20,2023-07-30,Beta Mfg,Dallas DC,1004,1004,239,Delivered

