TicketID,DateOpened,DateClosed,Category,Priority,AgentName,ResolutionTimeHrs,CSAT_Score
81686,2024-07-27,,General,Medium,Tom B.,,
81687,2024-08-12,2024-08-12, technical ,Urgent,Mike T.,11,5
81688,2024-05-11,2024-05-12,Technical,High,Mike T.,47,3
81689,2024-12-05,2024-12-05, technical ,Urgent,Tom B.,-14,2
81690,2024-12-28,2024-12-31,Technical,Medium,Jessica L.,81,2
81691,03/05/2024,2024-03-05,Billing,Urgent,Tom B.,13,5
81692,2024-02-18,2024-02-20,Billing,Low,Sarah K.,61,5
81693,2024-01-24,2024-01-24,Billing,Low,Jessica L.,22,5
81694,08/07/2024,2024-08-11,BILLING,Low,Jessica L.,105,5
81695,2024-12-01,2024-12-01,BILLING,Low,Tom B.,20,1
81696,2024-01-15,2024-01-18,Technical,High,Jessica L.,93,
81697,2024-12-22,,BILLING,Urgent,Sarah K.,,
81698,2024-02-03,2024-02-07,Billing,Medium,Jessica L.,107,1
81699,2024-10-25,2024-10-27,General,Low,Mike T.,64,3
81700,2024-06-05,2024-06-06,Billing,Urgent,Mike T.,31,3
81701,2024-02-23,2024-02-27, technical ,Medium,Tom B.,97,4
81702,2024-09-08,2024-09-10,Billing,Medium,Sarah K.,57,4
81703,2024-02-02,2024-02-06,Account,Medium,David W.,96,2
81704,08/22/2024,2024-08-25, technical ,Medium,Mike T.,79,2
81705,2024-05-03,2024-05-07,Technical,High,Sarah K.,112,4
81706,2024-04-15,2024-04-19, technical ,Medium,Mike T.,101,2
81707,2024-07-08,2024-07-11,Account,Medium,Mike T.,80,
81708,2024-11-12,2024-11-12,Account,Medium,Jessica L.,3,4
81709,2024-07-13,2024-07-17,General,High,Jessica L.,119,3
81710,2024-11-09,2024-11-10,Account,Low,Tom B.,47,4
81711,2024-03-01,2024-03-05,General,Low,Tom B.,118,3
81712,2024-09-27,2024-10-01,Billing,Medium,Jessica L.,108,5
81713,2024-06-21,, technical ,High,Jessica L.,,
81714,2024-06-02,,Account,Medium,Mike T.,,
81715,05/03/2024,2024-05-06,BILLING,Medium,Jessica L.,74,4
81716,2024-09-16,,Billing,Low,Mike T.,,
81717,2024-08-31,2024-09-01,Billing,Urgent,Tom B.,26,3
81718,2024-10-13,2024-10-14,Technical,Urgent,David W.,32,1
81719,2024-01-07,2024-01-08,Technical,High,Jessica L.,46,5
81720,11/13/2024,2024-11-14,Account,Medium,Jessica L.,46,5
81721,2024-11-26,2024-11-28,Account,High,Sarah K.,68,4
81722,11/23/2024,2024-11-25, technical ,Low,Tom B.,49,3
81723,2024-06-10,2024-06-13,General,High,Sarah K.,91,5
81724,2024-08-09,2024-08-09,General,Medium,Sarah K.,19,4
81725,2024-08-22,2024-08-26,General,Low,Jessica L.,100,2
81726,2024-08-13,2024-08-16,BILLING,Low,Tom B.,86,5
81727,2024-11-01,2024-11-04,Account,Medium,Mike T.,79,
81728,2024-08-09,2024-08-10,BILLING,Urgent,Tom B.,30,
81729,2024-07-06,2024-07-07,General,Urgent,David W.,29,3
81730,2024-10-31,2024-11-03,Technical,Medium,Mike T.,91,2
81731,2024-04-25,,Technical,High,Jessica L.,,
81732,2024-12-05,,Billing,Low,Tom B.,,
81733,2024-09-23,2024-09-25,Account,High,Tom B.,51,1
81734,2024-12-29,2024-12-29, technical ,High,David W.,9,2
81735,2024-01-19,,Billing,Urgent,Sarah K.,,
81736,2024-06-21,2024-06-22,Account,Low,Tom B.,25,3
81737,2024-07-10,2024-07-13,Account,High,Mike T.,95,3
81738,2024-04-26,2024-04-28,Billing,Medium,Jessica L.,49,
81739,2024-05-27,2024-05-30,BILLING,High,Jessica L.,79,
81740,07/12/2024,2024-07-16,General,High,Sarah K.,110,2
81741,2024-06-29,2024-06-29,BILLING,Low,David W.,8,1
81742,2024-06-13,2024-06-17,General,High,Tom B.,119,5
81743,2024-03-22,2024-03-23,Account,High,Sarah K.,37,3
81744,2024-05-23,2024-05-27,Technical,Low,Tom B.,115,4
81745,2024-06-02,2024-06-02,Billing,High,Tom B.,20,5
81746,2024-06-20,,Account,Low,Jessica L.,,
81747,2024-03-31,2024-04-04,Technical,Low,Tom B.,102,1
81748,2024-06-29,2024-07-03,Billing,Medium,Jessica L.,117,2
81749,2024-12-02,2024-12-03,BILLING,Urgent,Tom B.,26,2
81750,2024-02-11,2024-02-11,Account,Urgent,Mike T.,22,3
81751,2024-06-17,2024-06-17,BILLING,Urgent,Tom B.,9,4
81752,2024-02-17,2024-02-19,BILLING,Medium,Sarah K.,57,2
81753,2024-10-15,2024-10-15, technical ,Urgent,Sarah K.,5,1
81754,2024-04-07,2024-04-09,General,Low,David W.,61,5
81755,2024-01-01,2024-01-02,General,Medium,Tom B.,31,1
81756,2024-06-20,2024-06-21,Billing,Medium,Tom B.,31,1
81757,2024-12-17,2024-12-19,General,High,Tom B.,49,5
81758,2024-08-30,2024-09-01,Account,High,Sarah K.,54,3
81759,2024-09-26,2024-09-30,Billing,Medium,Jessica L.,114,1
81760,2024-11-20,2024-11-21,Billing,Low,Jessica L.,40,1
81761,2024-01-17,2024-01-18,Account,Medium,Sarah K.,38,3
81762,2024-09-08,2024-09-12,Billing,Low,Sarah K.,98,2
81763,10/30/2024,2024-11-03, technical ,Medium,Jessica L.,110,
81764,2024-09-20,2024-09-21,Billing,Medium,Jessica L.,31,
81765,2024-02-15,2024-02-16,BILLING,Urgent,Jessica L.,30,
81766,2024-10-05,2024-10-05,Billing,High,Jessica L.,2,5
81767,2024-03-12,,Account,High,Jessica L.,,
81768,2024-10-22,2024-10-23, technical ,Low,Tom B.,28,4
81769,2024-11-12,2024-11-14,BILLING,Medium,Mike T.,48,1
81770,2024-07-10,2024-07-14, technical ,Medium,Tom B.,117,1
81771,2024-04-26,2024-04-26,Account,Urgent,Jessica L.,19,4
81772,2024-06-04,,Billing,Urgent,Tom B.,,
81773,2024-11-30,2024-12-01,Billing,Low,David W.,43,3
81774,2024-05-17,2024-05-17,BILLING,Medium,David W.,5,5
81775,2024-12-25,2024-12-25, technical ,Low,David W.,16,1
81776,2024-11-30,2024-11-30,General,Low,Tom B.,20,4
81777,2024-11-01,2024-11-01,General,Urgent,Jessica L.,20,4
81778,2024-03-22,2024-03-22,Technical,Urgent,Tom B.,13,5
81779,2024-03-08,2024-03-12, technical ,High,Jessica L.,102,4
81780,2024-05-20,,Billing,Urgent,David W.,,
81781,2024-10-28,,BILLING,Low,Mike T.,,
81782,2024-04-27,,Technical,High,Sarah K.,,
81783,2024-11-05,,Account,High,Mike T.,,
81784,2024-02-22,2024-02-25,BILLING,Low,Mike T.,74,1
81785,2024-06-24,2024-06-28,Account,Medium,Mike T.,99,4
81786,2024-04-29,2024-04-30,General,Urgent,David W.,32,3
81787,2024-05-15,,BILLING,Low,Jessica L.,,
81788,2024-11-08,2024-11-08,General,Medium,Mike T.,5,2
81789,2024-06-03,2024-06-06,Billing,Low,Tom B.,91,4
81790,2024-12-22,2024-12-26,Account,Low,Tom B.,107,5
81791,2024-04-28,,BILLING,Urgent,David W.,,
81792,2024-06-14,2024-06-17, technical ,Medium,Jessica L.,-88,
81793,2024-06-12,2024-06-13,Account,Low,David W.,38,5
81794,2024-04-29,2024-05-03,Account,High,Mike T.,112,5
81795,2024-04-17,2024-04-17,Billing,Urgent,Mike T.,20,1
81796,2024-09-26,2024-09-26, technical ,Urgent,Tom B.,11,2
81797,2024-10-24,2024-10-28,Technical,Low,Jessica L.,107,1
81798,2024-04-08,2024-04-11,Account,Medium,Jessica L.,84,4
81799,2024-09-05,2024-09-05, technical ,Medium,Tom B.,21,3
81800,2024-02-02,2024-02-04,BILLING,Low,Jessica L.,51,1
81801,2024-10-26,2024-10-30, technical ,Medium,Jessica L.,111,2
81802,2024-10-30,2024-10-31,Account,Urgent,Jessica L.,28,5
81803,2024-02-28,2024-02-28,Billing,Low,Jessica L.,4,1
81804,2024-03-03,2024-03-03,General,Medium,Sarah K.,-7,2
81805,2024-05-24,,Account,High,Sarah K.,,
81806,2024-01-12,2024-01-16,Billing,Medium,Jessica L.,115,2
81807,2024-08-05,,General,Low,Jessica L.,,
81808,2024-12-23,2024-12-24,General,Urgent,Tom B.,27,5
81809,2024-01-29,2024-02-01,BILLING,Medium,Sarah K.,95,4
81810,2024-01-03,2024-01-03,Account,Urgent,Mike T.,18,4
81811,2024-11-20,2024-11-23, technical ,Medium,Jessica L.,81,1
81812,2024-06-23,2024-06-23,Technical,Urgent,David W.,17,1
81813,2024-06-28,,BILLING,Urgent,Tom B.,,
81814,2024-10-17,2024-10-18,Account,Low,Tom B.,44,2
81815,2024-05-20,2024-05-23,Account,High,Sarah K.,75,1
81816,2024-07-31,2024-07-31, technical ,Urgent,David W.,6,3
81817,2024-09-25,2024-09-27,Technical,High,David W.,53,3
81818,2024-01-22,2024-01-24,Technical,Medium,Mike T.,53,3
81819,2024-10-02,2024-10-04,Technical,Low,David W.,62,4
81820,2024-11-01,2024-11-04,General,Medium,Mike T.,88,4
81821,2024-11-03,,General,High,Sarah K.,,
81822,2024-05-21,,Billing,Low,Sarah K.,,
81823,2024-03-15,2024-03-19,Account,Low,Mike T.,111,1
81824,2024-03-22,2024-03-22,BILLING,Urgent,Sarah K.,22,2
81825,2024-11-08,2024-11-10,Billing,High,Tom B.,57,3
81826,2024-08-19,2024-08-19,General,Urgent,Sarah K.,14,1
81827,2024-01-07,, technical ,Urgent,Mike T.,,
81828,2024-01-04,2024-01-05, technical ,Urgent,Tom B.,29,
81829,2024-08-24,2024-08-28, technical ,Medium,Sarah K.,119,1
81830,2024-03-13,2024-03-16, technical ,Low,Tom B.,91,4
81831,2024-04-24,2024-04-24,Billing,High,David W.,15,4
81832,2024-04-08,2024-04-08,Billing,High,Jessica L.,4,4
81833,2024-08-17,2024-08-17, technical ,Low,Jessica L.,19,3
81834,2024-08-28,2024-08-29, technical ,High,David W.,25,2
81835,2024-08-27,2024-08-29,Account,High,David W.,50,1
81836,2024-01-20,2024-01-23,BILLING,High,Tom B.,78,5
81837,2024-07-09,, technical ,High,Mike T.,,
81838,2024-07-24,2024-07-28,Account,Low,David W.,109,1
81839,2024-03-31,2024-03-31,Account,Medium,David W.,5,1
81840,2024-04-18,2024-04-20,BILLING,High,Sarah K.,62,3
81841,2024-09-19,2024-09-19, technical ,Medium,Sarah K.,8,5
81842,2024-02-25,2024-02-26,General,Medium,Mike T.,34,
81843,2024-09-16,2024-09-20,BILLING,Low,Jessica L.,100,5
81844,2024-05-31,,Billing,High,David W.,,
81845,2024-11-20,,Account,Urgent,Sarah K.,,
81846,2024-07-06,2024-07-09,Technical,Medium,Sarah K.,88,3
81847,2024-10-30,2024-10-31,Technical,High,Jessica L.,40,1
81848,2024-01-09,2024-01-09,Account,Urgent,Tom B.,16,3
81849,2024-09-30,2024-10-04,Technical,Low,David W.,105,4
81850,2024-10-25,2024-10-25, technical ,Urgent,Tom B.,17,2
81851,2024-07-29,2024-07-31,Technical,High,Tom B.,71,3
81852,2024-05-27,,BILLING,Urgent,David W.,,
81853,2024-03-17,2024-03-19,BILLING,High,Sarah K.,50,5
81854,2024-06-04,2024-06-04,Account,Urgent,Sarah K.,16,1
81855,2024-06-23,,BILLING,Medium,Mike T.,,
81856,2024-11-07,2024-11-07,Billing,Urgent,David W.,22,3
81857,2024-03-21,2024-03-24,Account,High,Tom B.,82,5
81858,2024-01-04,2024-01-06,Billing,Low,Jessica L.,60,3
81859,2024-06-05,2024-06-08,BILLING,Medium,Jessica L.,76,2
81860,2024-10-13,2024-10-15,Billing,Low,David W.,66,3
81861,2024-06-29,2024-06-29, technical ,Urgent,Tom B.,21,5
81862,2024-07-05,2024-07-08,Account,High,Jessica L.,92,5
81863,2024-07-16,2024-07-19,Billing,Medium,David W.,82,5
81864,2024-01-07,2024-01-11, technical ,Medium,Tom B.,111,1
81865,2024-07-19,2024-07-19,Billing,Urgent,Jessica L.,22,3
81866,2024-11-28,2024-11-29, technical ,Medium,Sarah K.,39,3
81867,2024-06-09,2024-06-10,Account,Urgent,Sarah K.,36,1
81868,2024-01-09,2024-01-10,Account,High,Jessica L.,42,2
81869,2024-11-07,2024-11-09,Account,High,Mike T.,57,2
81870,2024-07-07,2024-07-09,General,Medium,Jessica L.,48,1
81871,2024-03-19,2024-03-20, technical ,High,Jessica L.,36,1
81872,2024-03-19,2024-03-23,BILLING,High,Mike T.,98,4
81873,03/10/2024,, technical ,Medium,Mike T.,,
81874,2024-02-08,2024-02-10,Technical,High,Sarah K.,53,4
81875,2024-11-23,2024-11-26,BILLING,Medium,Jessica L.,72,2
81876,2024-02-10,2024-02-11,BILLING,High,Tom B.,43,3
81877,2024-06-01,2024-06-02,Billing,Medium,Sarah K.,26,1
81878,2024-04-04,2024-04-05,Technical,Urgent,Jessica L.,30,2
81879,2024-02-03,,BILLING,Medium,Tom B.,,
81880,2024-07-10,2024-07-12, technical ,Low,Sarah K.,58,3
81881,2024-09-03,2024-09-03,General,Low,David W.,16,1
81882,2024-01-21,2024-01-21,Billing,High,Sarah K.,16,5
81883,2024-08-14,2024-08-16, technical ,Medium,Tom B.,56,3
81884,2024-02-06,,Billing,Urgent,Sarah K.,,
81885,2024-04-26,2024-04-29,BILLING,Medium,Mike T.,75,5
81886,2024-01-22,2024-01-22,Billing,High,Mike T.,9,2
81887,2024-03-15,,Billing,High,Sarah K.,,
81888,2024-07-15,2024-07-15,BILLING,Low,David W.,16,3
81889,2024-12-28,2024-12-30, technical ,Medium,David W.,51,3
81890,2024-08-19,2024-08-20,Account,Urgent,Jessica L.,29,4
81891,2024-03-22,2024-03-22,Account,Urgent,Sarah K.,-8,2
81892,2024-10-22,2024-10-22,BILLING,High,Mike T.,2,2
81893,2024-02-11,2024-02-12, technical ,Urgent,Mike T.,27,1
81894,2024-09-05,2024-09-06,Technical,Urgent,Mike T.,30,1
81895,2024-09-25,,BILLING,Medium,Mike T.,,
81896,2024-11-02,2024-11-02, technical ,Medium,Mike T.,1,
81897,2024-08-25,2024-08-26,Technical,Urgent,Jessica L.,25,2
81898,2024-12-08,2024-12-12,General,Low,Mike T.,114,5
81899,2024-05-10,,BILLING,Urgent,David W.,,
81900,2024-05-26,2024-05-26,Account,Urgent,Jessica L.,13,1
81901,2024-05-14,2024-05-18,Billing,Low,Sarah K.,116,5
81902,2024-06-20,2024-06-24,Technical,High,David W.,111,1
81903,2024-06-06,,Billing,Urgent,Mike T.,,
81904,2024-04-04,2024-04-08,BILLING,Low,Sarah K.,99,1
81905,2024-01-11,2024-01-14,General,High,Tom B.,94,3
81906,2024-11-23,, technical ,High,Mike T.,,
81907,2024-07-09,2024-07-09,Billing,Medium,Tom B.,20,5
81908,2024-10-16,2024-10-18,Billing,Medium,David W.,67,4
81909,2024-12-01,2024-12-05, technical ,Medium,David W.,107,1
81910,2024-03-25,2024-03-25,Billing,Urgent,David W.,7,
81911,2024-06-07,2024-06-08,Technical,Urgent,Tom B.,36,5
81912,2024-02-06,2024-02-06,General,Medium,Sarah K.,2,4
81913,2024-05-30,2024-06-03,Billing,Medium,David W.,113,2
81914,2024-09-19,2024-09-20,General,High,Mike T.,29,4
81915,2024-08-28,2024-08-29,General,Low,Mike T.,39,4
81916,2024-12-03,2024-12-04,Billing,Low,Jessica L.,44,5
81917,2024-08-11,2024-08-12,Billing,Low,Sarah K.,45,
81918,2024-09-09,2024-09-11,Billing,Medium,Mike T.,62,5
81919,2024-08-12,2024-08-14,Account,Medium,Mike T.,63,3
81920,2024-08-21,2024-08-24,Account,High,Tom B.,85,
81921,2024-01-14,2024-01-15, technical ,Low,Jessica L.,47,4
81922,2024-11-13,2024-11-13,BILLING,Low,Mike T.,1,4
81923,2024-10-01,2024-10-02,BILLING,Low,Sarah K.,31,3
81924,09/01/2024,,BILLING,Low,Mike T.,,
81925,2024-05-31,2024-06-04,BILLING,Medium,Tom B.,110,
81926,2024-04-05,2024-04-08, technical ,Low,Sarah K.,84,1
81927,2024-07-04,,General,Low,David W.,,
81928,2024-07-16,2024-07-16, technical ,Urgent,Tom B.,5,1
81929,2024-02-05,2024-02-05, technical ,Medium,Sarah K.,18,5
81930,2024-06-15,2024-06-19,Account,Medium,Tom B.,109,3
81931,2024-10-10,2024-10-10, technical ,Urgent,Sarah K.,7,4
81932,2024-09-24,2024-09-24,BILLING,Urgent,Mike T.,13,1
81933,2024-10-20,2024-10-20,Account,Medium,David W.,1,2
81934,2024-06-06,2024-06-07,General,Low,Tom B.,30,5
81935,11/01/2024,2024-11-01,General,Urgent,Sarah K.,12,
81936,2024-05-18,2024-05-18,Billing,Urgent,Mike T.,18,3
81937,09/11/2024,2024-09-11, technical ,Medium,Jessica L.,5,5
81938,2024-04-28,2024-05-01,Billing,Medium,Tom B.,94,3
81939,2024-06-13,2024-06-17,Technical,High,David W.,111,4
81940,2024-11-05,2024-11-06,Account,Urgent,Mike T.,29,1
81941,2024-09-23,2024-09-24,Account,Urgent,Sarah K.,26,4
81942,2024-09-20,2024-09-23,Billing,Low,Jessica L.,73,2
81943,2024-06-01,2024-06-04,BILLING,Medium,Mike T.,86,
81944,2024-06-23,2024-06-26,Technical,Medium,David W.,92,2
81945,2024-07-04,2024-07-08, technical ,Medium,Jessica L.,112,2
81946,2024-12-25,2024-12-29,Billing,Medium,David W.,104,5
81947,2024-06-14,2024-06-14, technical ,Urgent,Tom B.,1,4
81948,2024-12-22,2024-12-24,BILLING,Low,Mike T.,64,3
81949,03/15/2024,2024-03-16,BILLING,Medium,Sarah K.,44,5
81950,2024-02-01,2024-02-01, technical ,Urgent,David W.,8,5
81951,2024-05-06,2024-05-08,Account,Medium,Jessica L.,64,
81952,2024-10-31,2024-11-02,Technical,Low,Mike T.,51,2
81953,2024-06-07,2024-06-08,BILLING,Low,Tom B.,39,5
81954,05/06/2024,2024-05-06,Billing,Urgent,Sarah K.,16,3
81955,2024-02-14,2024-02-15,BILLING,Urgent,Jessica L.,36,3
81956,2024-09-27,,Technical,Urgent,Mike T.,,
81957,2024-05-06,,Account,Urgent,Mike T.,,
81958,2024-09-06,,BILLING,Medium,Mike T.,,
81959,2024-12-08,2024-12-11,Billing,Medium,Tom B.,80,2
81960,2024-02-19,2024-02-22,General,Medium,David W.,91,3
81961,03/12/2024,2024-03-16,Technical,High,Tom B.,117,1
81962,2024-12-28,2024-12-28, technical ,Low,Tom B.,16,2
81963,2024-09-18,2024-09-22,General,Medium,Jessica L.,110,3
81964,2024-09-24,2024-09-28,BILLING,Medium,Jessica L.,108,2
81965,2024-08-08,2024-08-09,Account,Urgent,Tom B.,29,3
81966,2024-08-06,2024-08-07,Technical,Low,Tom B.,27,
81967,2024-02-26,2024-02-26,BILLING,Urgent,Mike T.,9,3
81968,2024-09-05,2024-09-08, technical ,Medium,David W.,78,4
81969,2024-05-23,2024-05-24,BILLING,Urgent,David W.,31,4
81970,2024-06-26,2024-06-26,Account,High,Tom B.,4,3
81971,05/10/2024,2024-05-14,Billing,High,Jessica L.,99,5
81972,2024-08-18,2024-08-22,Account,Low,David W.,105,1
81973,2024-09-11,2024-09-11,Billing,Urgent,David W.,4,1
81974,2024-07-04,2024-07-05,Billing,High,David W.,46,
81975,2024-09-04,2024-09-08,BILLING,Medium,Tom B.,96,2
81976,05/15/2024,,BILLING,Low,Sarah K.,,
81977,2024-03-17,2024-03-18,General,Medium,Sarah K.,40,4
81978,2024-09-22,,Billing,Urgent,David W.,,
81979,09/24/2024,,BILLING,Urgent,Sarah K.,,
81980,2024-02-26,,General,Low,David W.,,
81981,2024-08-18,2024-08-18,Account,Urgent,Tom B.,17,3
81982,2024-08-16,2024-08-20,Technical,Medium,Jessica L.,119,5
81983,06/30/2024,2024-07-03, technical ,Low,Sarah K.,79,2
81984,2024-05-05,2024-05-07,Technical,High,Sarah K.,71,5
81985,2024-09-20,2024-09-23, technical ,Medium,Sarah K.,90,3
81986,2024-05-20,2024-05-23,Account,Low,Mike T.,73,2
81987,2024-09-26,2024-09-28,Account,High,Sarah K.,53,3
81988,2024-04-11,2024-04-12,Account,Medium,Mike T.,40,
81989,2024-03-30,2024-03-31, technical ,Medium,Mike T.,29,1
81990,2024-05-01,2024-05-05,Billing,Low,Tom B.,97,1
81991,2024-09-12,2024-09-12,Billing,Medium,Jessica L.,3,1
81992,2024-04-16,2024-04-18,Technical,Medium,Sarah K.,52,1
81993,2024-10-02,2024-10-03,Billing,Urgent,Jessica L.,30,2
81994,2024-07-09,2024-07-10,Billing,Medium,Jessica L.,36,3
81995,2024-08-01,2024-08-02,Technical,Medium,Sarah K.,46,3
81996,2024-09-17,2024-09-20,BILLING,Medium,Tom B.,93,1
81997,2024-09-10,,Account,Medium,David W.,,
81998,2024-12-01,, technical ,Low,Jessica L.,,
81999,2024-04-28,2024-04-28,General,Urgent,Jessica L.,15,4
82000,2024-10-16,2024-10-20,Technical,High,Mike T.,105,1

